,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
DyCause+linear,0.2,0.4,0.5,0.475,0.475,0.41,0.521969696969697
DyCause+prla,0.1,0.15,0.4333333333333334,0.5,0.6,0.3566666666666666,0.6424242424242423
DyCause+BPMF,0.5,0.45,0.4333333333333333,0.45,0.525,0.4716666666666667,0.568939393939394
MicroCI4:1,0.2,0.3,0.4,0.4,0.575,0.3749999999999999,0.7712121212121212
MicroCI3:1,0.1,0.4,0.4,0.5,0.65,0.41,0.7795454545454545
MicroCI2:1,0.1,0.35,0.5000000000000001,0.55,0.7,0.43999999999999995,0.7856060606060605
MicroCI1:1,0.1,0.4,0.6,0.6,0.75,0.48999999999999994,0.790151515151515
