,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
1,0.0,0.5,0.3333333333333333,0.25,0.5,0.31666666666666665,0.7272727272727273
2,0.0,0.5,0.6666666666666666,0.75,0.75,0.5333333333333333,0.9621212121212122
