,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
MicroCI70,0.1,0.3,0.4,0.4,0.525,0.3449999999999999,0.6757575757575759
MicroCI50,0.4,0.55,0.5333333333333333,0.575,0.675,0.5466666666666666,0.831060606060606
MicroCI30,0.4,0.7,0.5666666666666667,0.6,0.725,0.5983333333333333,0.834090909090909
