,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.3484848484848485
1,0.0,0.0,0.0,0.0,0.0,0.0,0.3484848484848485
2,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.5
3,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.7424242424242424
4,1.0,1.0,0.6666666666666666,0.75,0.75,0.8333333333333333,0.9848484848484849
5,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.946969696969697
6,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9545454545454546
7,0.0,0.5,0.3333333333333333,0.5,0.75,0.41666666666666663,0.9621212121212122
8,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9696969696969697
9,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9696969696969697
10,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9696969696969697
