,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
1,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
2,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
3,1.0,0.5,0.6666666666666666,0.75,1.0,0.7833333333333333,0.9924242424242424
4,1.0,0.5,0.3333333333333333,0.25,0.25,0.4666666666666666,0.25
5,0.0,0.5,0.3333333333333333,0.5,0.5,0.36666666666666664,0.9393939393939394
6,0.0,0.5,0.6666666666666666,0.5,0.5,0.4333333333333333,0.9621212121212122
7,1.0,0.5,0.6666666666666666,0.5,0.75,0.6833333333333333,0.9772727272727273
8,1.0,0.5,0.6666666666666666,0.5,0.75,0.6833333333333333,0.9696969696969697
9,1.0,0.5,0.3333333333333333,0.5,0.75,0.6166666666666666,0.9696969696969697
10,1.0,0.5,0.3333333333333333,0.5,0.75,0.6166666666666666,0.9696969696969697
