,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
MicroCI70,0.2,0.35,0.3666666666666666,0.35,0.4,0.3333333333333333,0.6386363636363637
MicroCI50,0.1,0.25,0.2333333333333333,0.3,0.45,0.2666666666666666,0.8386363636363636
MicroCI30,0.1,0.35,0.4,0.425,0.55,0.365,0.8265151515151514
