,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.5,0.3333333333333333,0.25,0.5,0.31666666666666665,0.9166666666666667
1,0.0,0.5,0.3333333333333333,0.5,0.75,0.41666666666666663,0.9393939393939394
2,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
3,0.0,0.5,0.6666666666666666,0.75,0.75,0.5333333333333333,0.9848484848484849
4,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.5
5,1.0,1.0,1.0,0.75,0.75,0.9,0.9848484848484849
6,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
7,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
8,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
9,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
10,1.0,1.0,1.0,0.75,1.0,0.95,0.9924242424242424
