,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,0.5,0.3333333333333333,0.5,0.75,0.6166666666666666,0.9772727272727273
1,1.0,0.5,0.3333333333333333,0.5,0.75,0.6166666666666666,0.9772727272727273
2,0.0,0.0,0.0,0.0,0.25,0.05,0.24242424242424243
3,0.0,0.0,0.0,0.25,0.5,0.15,0.49242424242424243
4,1.0,0.5,0.6666666666666666,0.5,0.5,0.6333333333333333,0.5
5,1.0,1.0,1.0,0.75,0.75,0.9,0.75
6,1.0,1.0,1.0,0.75,0.75,0.9,0.75
7,1.0,1.0,1.0,0.75,0.75,0.9,0.75
8,1.0,1.0,1.0,0.75,0.75,0.9,0.75
9,1.0,1.0,1.0,0.75,0.75,0.9,0.75
10,1.0,1.0,1.0,0.75,0.75,0.9,0.75
