,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25
1,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.7196969696969697
2,1.0,0.5,0.3333333333333333,0.25,0.25,0.4666666666666666,0.25
3,0.0,0.0,0.0,0.0,0.25,0.05,0.6515151515151515
4,0.0,0.0,0.0,0.25,0.5,0.15,0.6818181818181819
5,0.0,0.0,0.0,0.25,0.5,0.15,0.6893939393939394
6,0.0,0.5,0.6666666666666666,0.5,0.5,0.4333333333333333,0.7121212121212122
