,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
3,0.0,0.0,0.0,0.0,0.25,0.05,0.6742424242424243
4,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.6818181818181819
5,0.0,0.0,0.3333333333333333,0.25,0.5,0.21666666666666665,0.7196969696969697
6,0.0,0.0,0.3333333333333333,0.25,0.5,0.21666666666666665,0.7272727272727273
7,0.0,0.0,0.3333333333333333,0.25,0.5,0.21666666666666665,0.7272727272727273
8,0.0,0.0,0.3333333333333333,0.25,0.5,0.21666666666666665,0.7272727272727273
