,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365
1,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365
2,0.0,0.5,0.6666666666666666,0.5,0.5,0.4333333333333333,0.9166666666666667
3,0.0,0.5,0.6666666666666666,0.5,0.5,0.4333333333333333,0.9242424242424243
4,1.0,0.5,0.3333333333333333,0.25,0.25,0.4666666666666666,0.25
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5984848484848485
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6287878787878788
7,0.0,0.0,0.0,0.25,0.25,0.1,0.6590909090909091
8,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.696969696969697
9,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.696969696969697
10,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.7121212121212122
