,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.3560606060606061
1,0.0,0.0,0.0,0.0,0.0,0.0,0.3560606060606061
2,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.5
3,0.0,0.5,0.3333333333333333,0.5,0.5,0.36666666666666664,0.7348484848484849
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090908
6,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090908
7,0.0,0.0,0.0,0.0,0.0,0.0,0.6212121212121212
8,0.0,0.0,0.0,0.0,0.25,0.05,0.6666666666666666
9,0.0,0.0,0.0,0.25,0.25,0.1,0.7045454545454546
10,0.0,0.0,0.0,0.25,0.25,0.1,0.7045454545454546
