,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
MicroCI70,0.2,0.2,0.2,0.15,0.15,0.18,0.4833333333333333
MicroCI50,0.2,0.3,0.2,0.2,0.2,0.21999999999999997,0.5515151515151515
MicroCI30,0.2,0.1,0.2,0.2,0.25,0.19,0.596969696969697
