,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
MicroCI70,0.5,0.25,0.16666666666666666,0.125,0.125,0.2333333333333333,0.7083333333333333
MicroCI50,0.5,0.25,0.16666666666666666,0.125,0.125,0.2333333333333333,0.5909090909090909
MicroCI30,0.0,0.0,0.0,0.0,0.0,0.0,0.5871212121212122
