,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,0.5,0.3333333333333333,0.25,0.25,0.4666666666666666,0.9090909090909091
1,1.0,0.5,0.3333333333333333,0.25,0.5,0.5166666666666666,0.9242424242424243
2,0.0,0.0,0.0,0.25,0.25,0.1,0.48484848484848486
3,1.0,0.5,0.3333333333333333,0.25,0.25,0.4666666666666666,0.48484848484848486
4,1.0,0.5,0.3333333333333333,0.25,0.25,0.4666666666666666,0.25
5,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
6,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
7,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
8,0.0,0.5,0.3333333333333333,0.5,0.75,0.41666666666666663,0.7424242424242424
9,1.0,0.5,0.3333333333333333,0.5,0.75,0.6166666666666666,0.7424242424242424
10,1.0,0.5,0.3333333333333333,0.5,0.75,0.6166666666666666,0.7424242424242424
