,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9545454545454546
1,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.9318181818181819
2,1.0,0.5,0.3333333333333333,0.25,0.5,0.5166666666666666,0.7272727272727273
3,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
6,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
7,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
8,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
9,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
10,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.25
