,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,0.5,0.6666666666666666,0.5,0.75,0.6833333333333333,0.9772727272727273
1,1.0,0.5,0.6666666666666666,0.5,0.75,0.6833333333333333,0.9772727272727273
2,0.0,0.0,0.0,0.0,0.0,0.0,0.23484848484848486
3,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.7272727272727273
4,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.5
5,0.0,0.0,0.0,0.0,0.25,0.05,0.8257575757575758
6,0.0,0.0,0.0,0.0,0.25,0.05,0.8560606060606061
7,0.0,0.0,0.3333333333333333,0.25,0.5,0.21666666666666665,0.9166666666666667
8,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9545454545454546
9,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
10,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
