,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575757575757576
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2575757575757576
2,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.42424242424242425
3,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
4,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.9545454545454546
5,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.7272727272727273
6,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.7348484848484849
7,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.7348484848484849
8,1.0,1.0,0.6666666666666666,0.5,0.75,0.7833333333333333,0.7424242424242424
9,1.0,1.0,0.6666666666666666,0.5,0.75,0.7833333333333333,0.7424242424242424
10,1.0,1.0,0.6666666666666666,0.5,0.75,0.7833333333333333,0.7424242424242424
